message,level,source,method,time
Thu Feb 19 16:23:29 UTC 2015 coinbase btc 238.71 USD 0.00420806 0.00417035 { feed : coinbase - price : 238.71}  { feed : bitcoinaverage - price : 238.93}  { feed : blockchain - price : 238.61}  { feed : btce - price : 234.22}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_23_29
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_24_30
 Sell Price 0.00419908
Buy Price  0.00416146,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_24_30
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_24_30
Thu Feb 19 16:24:30 UTC 2015 coinbase btc 239.22 USD 0.00419908 0.00416146 { feed : coinbase - price : 239.22}  { feed : bitcoinaverage - price : 238.86}  { feed : blockchain - price : 238.41}  { feed : btce - price : 234.4}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_24_30
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_25_09
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_25_31
 Sell Price 0.00419138
Buy Price  0.00415382,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_25_31
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_25_31
Thu Feb 19 16:25:31 UTC 2015 coinbase btc 239.66 USD 0.00419138 0.00415382 { feed : coinbase - price : 239.66}  { feed : bitcoinaverage - price : 238.78}  { feed : blockchain - price : 238.61}  { feed : btce - price : 234.22}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_25_31
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_26_32
 Sell Price 0.00420066
Buy Price  0.00416303,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_26_32
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_26_32
Thu Feb 19 16:26:32 UTC 2015 coinbase btc 239.13 USD 0.00420066 0.00416303 { feed : coinbase - price : 239.13}  { feed : bitcoinaverage - price : 238.87}  { feed : blockchain - price : 238.27}  { feed : btce - price : 233.957}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_26_32
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_28_10
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_31_11
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_31_38
 Sell Price 0.00420647
Buy Price  0.00416878,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_31_38
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_31_38
Thu Feb 19 16:31:38 UTC 2015 coinbase btc 238.8 USD 0.00420647 0.00416878 { feed : coinbase - price : 238.8}  { feed : bitcoinaverage - price : 238.66}  { feed : blockchain - price : 238.27}  { feed : btce - price : 233.488}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_31_38
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_33_40
 Sell Price 0.00419663
Buy Price  0.00415903,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_33_40
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_33_40
Thu Feb 19 16:33:40 UTC 2015 coinbase btc 239.36 USD 0.00419663 0.00415903 { feed : coinbase - price : 239.36}  { feed : bitcoinaverage - price : 238.75}  { feed : blockchain - price : 238.15}  { feed : btce - price : 233.488}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_33_40
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_34_12
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_35_41
 Sell Price 0.00420647
Buy Price  0.00416878,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_35_41
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_35_41
Thu Feb 19 16:35:41 UTC 2015 coinbase btc 238.8 USD 0.00420647 0.00416878 { feed : coinbase - price : 238.8}  { feed : bitcoinaverage - price : 238.71}  { feed : blockchain - price : 238.15}  { feed : btce - price : 233.487}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_35_41
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_37_13
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_37_45
 Sell Price 0.00419926
Buy Price  0.00416164,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_37_45
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_37_45
Thu Feb 19 16:37:45 UTC 2015 coinbase btc 239.21 USD 0.00419926 0.00416164 { feed : coinbase - price : 239.21}  { feed : bitcoinaverage - price : 238.85}  { feed : blockchain - price : 238.15}  { feed : btce - price : 233.5}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_37_45
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_39_45
 Sell Price 0.00419207
Buy Price  0.00415452,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_39_45
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_39_45
Thu Feb 19 16:39:45 UTC 2015 coinbase btc 239.62 USD 0.00419207 0.00415452 { feed : coinbase - price : 239.62}  { feed : bitcoinaverage - price : 239.04}  { feed : blockchain - price : 238.15}  { feed : btce - price : 233.774}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_39_45
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_40_14
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_41_47
 Sell Price 0.00418108
Buy Price  0.00414362,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_41_47
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_41_47
Thu Feb 19 16:41:47 UTC 2015 coinbase btc 240.25 USD 0.00418108 0.00414362 { feed : coinbase - price : 240.25}  { feed : bitcoinaverage - price : 239.22}  { feed : blockchain - price : 239.08}  { feed : btce - price : 233.81}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_41_47
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_43_15
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_43_49
 Sell Price 0.00419295
Buy Price  0.00415538,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_43_49
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_43_49
Thu Feb 19 16:43:49 UTC 2015 coinbase btc 239.57 USD 0.00419295 0.00415538 { feed : coinbase - price : 239.57}  { feed : bitcoinaverage - price : 239.23}  { feed : blockchain - price : 239.08}  { feed : btce - price : 234.487}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_43_49
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_44_51
 Sell Price 0.00419996
Buy Price  0.00416233,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_44_51
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_44_51
Thu Feb 19 16:44:51 UTC 2015 coinbase btc 239.17 USD 0.00419996 0.00416233 { feed : coinbase - price : 239.17}  { feed : bitcoinaverage - price : 239.29}  { feed : blockchain - price : 239.04}  { feed : btce - price : 234.5}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_44_51
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_45_51
 Sell Price 0.00419347
Buy Price  0.0041559,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_45_51
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_45_51
Thu Feb 19 16:45:51 UTC 2015 coinbase btc 239.54 USD 0.00419347 0.0041559 { feed : coinbase - price : 239.54}  { feed : bitcoinaverage - price : 239.28}  { feed : blockchain - price : 239.08}  { feed : btce - price : 234.5}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_45_51
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_46_17
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_49_20
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_49_55
 Sell Price 0.00420647
Buy Price  0.00416878,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_49_55
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_49_55
Thu Feb 19 16:49:55 UTC 2015 coinbase btc 238.8 USD 0.00420647 0.00416878 { feed : coinbase - price : 238.8}  { feed : bitcoinaverage - price : 239.29}  { feed : blockchain - price : 239.04}  { feed : btce - price : 234.49}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_49_55
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_50_58
 Sell Price 0.0041954
Buy Price  0.00415781,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_50_58
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_50_58
Thu Feb 19 16:50:58 UTC 2015 coinbase btc 239.43 USD 0.0041954 0.00415781 { feed : coinbase - price : 239.43}  { feed : bitcoinaverage - price : 239.26}  { feed : blockchain - price : 238.66}  { feed : btce - price : 234.49}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_50_58
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_51_57
 Sell Price 0.00420453
Buy Price  0.00416686,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_51_57
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_51_57
Thu Feb 19 16:51:57 UTC 2015 coinbase btc 238.91 USD 0.00420453 0.00416686 { feed : coinbase - price : 238.91}  { feed : bitcoinaverage - price : 239.25}  { feed : blockchain - price : 238.93}  { feed : btce - price : 234.5}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_51_57
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_52_18
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_52_58
 Sell Price 0.00419505
Buy Price  0.00415747,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_52_58
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_52_58
Thu Feb 19 16:52:58 UTC 2015 coinbase btc 239.45 USD 0.00419505 0.00415747 { feed : coinbase - price : 239.45}  { feed : bitcoinaverage - price : 239.31}  { feed : blockchain - price : 238.99}  { feed : btce - price : 234.49}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_52_58
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_55_19
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_16_58_21
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_16_59_04
 Sell Price 0.00418614
Buy Price  0.00414863,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_59_04
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_16_59_04
Thu Feb 19 16:59:04 UTC 2015 coinbase btc 239.96 USD 0.00418614 0.00414863 { feed : coinbase - price : 239.96}  { feed : bitcoinaverage - price : 239.38}  { feed : blockchain - price : 238.95}  { feed : btce - price : 234.666}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_16_59_04
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_17_01_06
 Sell Price 0.00419453
Buy Price  0.00415694,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_17_01_06
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_17_01_06
Thu Feb 19 17:01:06 UTC 2015 coinbase btc 239.48 USD 0.00419453 0.00415694 { feed : coinbase - price : 239.48}  { feed : bitcoinaverage - price : 239.39}  { feed : blockchain - price : 238.95}  { feed : btce - price : 234.48}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_17_01_06
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_17_01_21
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_17_04_22
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_17_07_12
 Sell Price 0.00418753
Buy Price  0.00415001,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_17_07_12
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_17_07_12
Thu Feb 19 17:07:12 UTC 2015 coinbase btc 239.88 USD 0.00418753 0.00415001 { feed : coinbase - price : 239.88}  { feed : bitcoinaverage - price : 239.58}  { feed : blockchain - price : 239.35}  { feed : btce - price : 234.74}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_17_07_12
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_17_07_23
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_17_08_14
 Sell Price 0.004194
Buy Price  0.00415642,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_17_08_14
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_17_08_14
Thu Feb 19 17:08:14 UTC 2015 coinbase btc 239.51 USD 0.004194 0.00415642 { feed : coinbase - price : 239.51}  { feed : bitcoinaverage - price : 239.52}  { feed : blockchain - price : 239.02}  { feed : btce - price : 235.0}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_17_08_14
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_17_09_14
 Sell Price 0.00418648
Buy Price  0.00414897,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_17_09_14
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_17_09_14
Thu Feb 19 17:09:14 UTC 2015 coinbase btc 239.94 USD 0.00418648 0.00414897 { feed : coinbase - price : 239.94}  { feed : bitcoinaverage - price : 239.71}  { feed : blockchain - price : 239.35}  { feed : btce - price : 235.0}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_17_09_14
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_17_10_15
 Sell Price 0.00419383
Buy Price  0.00415625,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_17_10_15
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_17_10_15
Thu Feb 19 17:10:15 UTC 2015 coinbase btc 239.52 USD 0.00419383 0.00415625 { feed : coinbase - price : 239.52}  { feed : bitcoinaverage - price : 239.77}  { feed : blockchain - price : 239.48}  { feed : btce - price : 234.95}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_17_10_15
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_17_10_24
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_17_11_16
 Sell Price 0.00418073
Buy Price  0.00414328,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_17_11_16
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_17_11_16
Thu Feb 19 17:11:16 UTC 2015 coinbase btc 240.27 USD 0.00418073 0.00414328 { feed : coinbase - price : 240.27}  { feed : bitcoinaverage - price : 239.66}  { feed : blockchain - price : 239.21}  { feed : btce - price : 234.999}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_17_11_16
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_17_13_25
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_17_16_24
 Sell Price 0.00417067
Buy Price  0.0041333,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_17_16_24
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_17_16_24
Thu Feb 19 17:16:24 UTC 2015 coinbase btc 240.85 USD 0.00417067 0.0041333 { feed : coinbase - price : 240.85}  { feed : bitcoinaverage - price : 240.55}  { feed : blockchain - price : 239.21}  { feed : btce - price : 236.49}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_17_16_24
sending Liquidity Info :
0.0
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_19_17_16_26
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_19_17_19_24
 Sell Price 0.00418247
Buy Price  0.004145,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_19_17_19_24
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_19_17_19_24
Thu Feb 19 17:19:24 UTC 2015 coinbase btc 240.17 USD 0.00418247 0.004145 { feed : coinbase - price : 240.17}  { feed : bitcoinaverage - price : 240.5}  { feed : blockchain - price : 240.0}  { feed : btce - price : 235.343}  
